Paper_ID,DOI,Title,Lead_author,Institution,Journal,Published,Motivation,Oceanic_region,Area,Site,Size,System,Years_total,Date_start,Date_end,Run_mode,Yearly_trends_compared,Generic_species,Multiple_species,Species_scientific_name,Species_common_name,Species_type,Geographical_zone,Model_reuse,Model_name,Model_type,Model_movement,Physical_model,Nested_submodels,Model_resolution_min,Model_spatial_shape,Model_depth,Tidal_model_used,Bathymetry_model_used,Model_integration,Model_time_step,Model_time_step_type,Model_diffusion_scheme,Model_diffusion_direction,Model_diffusion_value,PLD_type,PLD_fixed,PLD_variable,PLD_stdev,Spawning_period,Spawning_interval,Spawning_release_sites,Spawning_settlement_sites,Spawning_depth_type,Spawning_depth_value,Spawning_depth_min,Spawning_depth_max,Spawning_initiation,Passive_movement,Diel_vertical_migration,Circatidal_migration,Pynocline_migration,Halocline_migration,Ontogentic_vertical_migration,Vertical_swimming_ability,Horizontal_swimming_ability,Sinking_velocity,Egg_buoyancy,Mortality,Mortality_rate,Mortality_function,Orientation,Orientation_type,Growth,Growth_func,Sensory_ability,Sensory_impl,Sensory_extent,Settlement_competency_window,Settlement_competency_type,Settlement_competency_factor,Settlement_competency_type_start,Settlement_site_type,Settlement_site_size,Particles_spawned_at_individual_type,Particles_spawned_at_individual_site,Particles_spawned_range_min,Particles_spawned_range_max,Particles_spawned_super_individual,Particles_spawned_period,Particles_spawned_total,Replicated_run,Sensitivity_analysis,Statistical_methods_used,Empirically_coupled,Dispersal_kernel,Temporal_kernel,Accumulation_kernel,Partial_summation,Minimum_arrival_time,Mean_distance,Median_distance,Distance_travelled_mean,Trajectory_travelled_mean,Distance_travelled_stdev,Distance_travelled_median,Direction_mean,Depth_mean,Distance_travelled_upper_quantile,Distance_travelled_max,Biophysical_matrix,Travel_time_mean,Isotropy,Positive_area,Seeded_area,Centre_of_mass,Aggregation_index,Mean_length,Connectance,Proportion_sites_settled,Connections_total,Connected_clusters_total,Connected_clusters_largest_size,Cross_shore_connectivity,Dispersion_index,Connectivity_metrics_potential,Connectivity_matrix_realised,Local_retention,Local_retention_mean,Local_retention_max,Self_recruitment,Self_recruitment_mean,Self_recruitment_max,Settlement_success,Settlement_success_mean,Settlement_success_min,Directional_exchange_rate,Export_probability,Source_sink_indicies,Graph_theory,Survived_%,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Dry Tortugas ,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,360,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Early,FALSE,NA,TRUE,Cue,1,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0071,NA,FALSE,0.18,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Dry Tortugas ,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,360,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Late,FALSE,NA,TRUE,Cue,1,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0059,NA,FALSE,0.15,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Dry Tortugas ,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,1800,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Early,FALSE,NA,TRUE,Cue,5,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0127,NA,FALSE,0.5,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Dry Tortugas ,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,1800,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Late,FALSE,NA,TRUE,Cue,5,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0123,NA,FALSE,0.41,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Dry Tortugas ,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Early,FALSE,NA,TRUE,Cue,10,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0143,NA,FALSE,0.76,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Dry Tortugas ,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Late,FALSE,NA,TRUE,Cue,10,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0145,NA,FALSE,0.62,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Middle Keys,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0011,NA,FALSE,0.03,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Middle Keys,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Early,FALSE,NA,TRUE,Cue,10,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0103,NA,FALSE,0.54,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
44,10.1016/j.jtbi.2012.03.016 ,Orientation behavior in fish larvae: A missing piece to Hjort’s critical period hypothesis ,Staaterman E,University of Miami,Journal of Theoretical Biology,2012,TH,Gulf of Mexico,USA,Middle Keys,Medium,Open,1,2007,2007,Forecast,Within,FALSE,FALSE,Stegastes partitus ,Bicolour damselfish,Fish,Tropical,TRUE,CMS,IBM,L,HYCOM,TRUE,0.9,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,0.7,Variable,32,NA,NA,April - August,Monthly,1,582,Variable,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,Late,FALSE,NA,TRUE,Cue,10,TRUE,Fixed,NA,24,Reef,2,Variable,NA,NA,NA,FALSE,Lunar cycle,5000,FALSE,FALSE,Kruskal-Wallis (Compare % settled),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.0059,NA,FALSE,0.35,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
45,10.1016/j.pocean.2014.08.001 ,Patterns in connectivity and retention of simulated Tanner crab (Chionoecetes bairdi) larvae in the eastern Bering Sea,Richar JI,University of Alaska Fairbanks,Progress In Oceanography,2014,DS,Bering Sea,USA,Eastern Bering Sea (Alaska),Large,Open,36,1978,2004,Forecast,Between,FALSE,FALSE,Chionoecetes bairdi ,Tanner crab (Snow crab),Crustacean,Temperate,TRUE,NA,IBM,L,ROMS,FALSE,10,Grid,NA,FALSE,FALSE,NA,NA,Fixed,NA,NA,NA,Both,60,NA,NA,Every 10d (April-June),Every 10d (April-June),15,26,Variable,NA,10,50,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Trawling Region,100,Variable,NA,5000,10000,FALSE,Annual,NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.305,0.8,FALSE,0.44,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
46,10.3354/meps09908 ,Physical and behavioural influences on larval fish retention: contrasting patterns in two Antarctic fishes ,Young EF,British Antarctic Survey,Marine Ecology Progress Series,2012,DS,Southern Ocean,Southern Ocean,South Georgia,Large,Open,3,1997,2000,Forecast,Between,FALSE,FALSE,Champsocephalus gunnari,Mackerel icefish,Fish,Temperate,TRUE,NA,IBM,L,POLCOM,FALSE,3,Grid,100,TRUE,FALSE,RK2,300,Fixed,Random walk,Both,10,Fixed,84,NA,NA,"May-June, April-June (Fish dependent)",Daily,5,5,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,56,Bottom,NA,Fixed,500,NA,NA,FALSE,Daily,NA,FALSE,FALSE,ANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,0.313,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
46,10.3354/meps09908 ,Physical and behavioural influences on larval fish retention: contrasting patterns in two Antarctic fishes ,Young EF,British Antarctic Survey,Marine Ecology Progress Series,2012,DS,Southern Ocean,Southern Ocean,South Georgia,Large,Open,3,1997,2000,Forecast,Between,FALSE,FALSE,Notothenia rossii,Marbled rockcod,Fish,Temperate,TRUE,NA,IBM,L,POLCOM,FALSE,3,Grid,100,TRUE,FALSE,RK2,300,Fixed,Random walk,Both,10,Fixed,112,NA,NA,"May-June, April-June (Fish dependent)",Daily,2,2,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,15,TRUE,Fixed,NA,84,Coast,NA,Fixed,500,NA,NA,FALSE,Daily,NA,FALSE,FALSE,ANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,0.053,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
46,10.3354/meps09908 ,Physical and behavioural influences on larval fish retention: contrasting patterns in two Antarctic fishes ,Young EF,British Antarctic Survey,Marine Ecology Progress Series,2012,DS,Southern Ocean,Southern Ocean,South Georgia,Large,Open,3,1997,2000,Forecast,Between,FALSE,FALSE,Champsocephalus gunnari,Mackerel icefish,Fish,Temperate,TRUE,NA,IBM,L,POLCOM,FALSE,3,Grid,100,TRUE,FALSE,RK2,300,Fixed,Random walk,Both,10,Fixed,84,NA,NA,"May-June, April-June (Fish dependent)",Daily,5,5,Variable,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,56,Bottom,NA,Fixed,500,NA,NA,FALSE,Daily,NA,FALSE,FALSE,ANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,0.351,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
46,10.3354/meps09908 ,Physical and behavioural influences on larval fish retention: contrasting patterns in two Antarctic fishes ,Young EF,British Antarctic Survey,Marine Ecology Progress Series,2012,DS,Southern Ocean,Southern Ocean,South Georgia,Large,Open,3,1997,2000,Forecast,Between,FALSE,FALSE,Notothenia rossii,Marbled rockcod,Fish,Temperate,TRUE,NA,IBM,L,POLCOM,FALSE,3,Grid,100,TRUE,FALSE,RK2,300,Fixed,Random walk,Both,10,Fixed,112,NA,NA,"May-June, April-June (Fish dependent)",Daily,2,2,Variable,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,15,TRUE,Fixed,NA,84,Coast,NA,Fixed,500,NA,NA,FALSE,Daily,NA,FALSE,FALSE,ANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,FALSE,0.054,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,North-East Atlantic,United Kingdom,Irish Sea,Large,Open,1,1990,1990,Forecast,Within,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,26,NA,NA,1 April - 20 Sept,Monthly,40,40,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,569,NA,100,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.18,NA,FALSE,0.34,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,North-East Atlantic,United Kingdom,Irish Sea,Large,Open,1,1990,1990,Forecast,Within,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,28,NA,NA,1 April - 20 Sept,Monthly,40,40,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,624,NA,106,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.18,0.25,TRUE,0.34,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,North-East Atlantic,United Kingdom,Irish Sea,Large,Open,1,1990,1990,Forecast,Within,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,30,NA,NA,1 April - 20 Sept,Monthly,40,40,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,668,NA,116,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.18,NA,FALSE,0.36,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,North-East Atlantic,United Kingdom,Irish Sea,Large,Open,1,1990,1990,Forecast,Within,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,26,NA,NA,1 April - 20 Sept,Monthly,40,40,Variable,NA,NA,NA,Fixed,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,331,NA,48,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.42,NA,FALSE,0.65,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,North-East Atlantic,United Kingdom,Irish Sea,Large,Open,1,1990,1990,Forecast,Within,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,28,NA,NA,1 April - 20 Sept,Monthly,40,40,Variable,NA,NA,NA,Fixed,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,358,NA,58,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.42,0.48,TRUE,0.67,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
